bodyId,type,side,post,nt,group
129453660,AN19B098,R,592,acetylcholine,263534
909716,IN06A022,R,587,gaba,807330
909390,"IN19B045,IN19B052",R,768,acetylcholine,803467
817898,"IN06A126,IN06A137",R,309,gaba,805545
813841,"IN06A126,IN06A137",R,413,gaba,805545
812482,IN06A127,R,493,gaba,812288
812060,AN19B099,R,666,acetylcholine,166468
811549,IN06A124,R,576,gaba,811549
810395,IN06A097,R,544,gaba,808788
809174,IN03B069,R,1206,gaba,809174
808788,IN06A097,R,791,gaba,808788
808434,IN06A042,R,769,gaba,808237
808237,IN06A042,R,941,gaba,808237
807978,IN06A094,R,1014,gaba,805144
807851,IN06A042,R,1046,gaba,807851
803860,IN06B042,L,2795,gaba,803007
802154,IN07B033,R,2256,acetylcholine,802154
250291,AN19B079,R,870,acetylcholine,180085
222611,AN19B079,R,805,acetylcholine,152565
184173,AN19B099,R,680,acetylcholine,149458
78326,IN03B058,R,1012,gaba,78326
808934,IN06A069,R,598,gaba,806028
807707,IN06A116,R,658,gaba,807707
807202,IN02A032,R,770,glutamate,807202
223886,AN19B101,R,656,acetylcholine,188688
205202,AN19B101,R,650,acetylcholine,188688
82880,AN04A001,R,5417,acetylcholine,82880
819997,IN08B036,L,314,acetylcholine,812371
817315,IN08B070_a,L,214,acetylcholine,814224
815063,IN08B036,L,347,acetylcholine,815063
812371,IN08B036,L,484,acetylcholine,812371
806821,IN08B008,L,1066,acetylcholine,803937
804996,IN06B077,R,1856,gaba,804996
803567,INXXX173,R,1173,acetylcholine,802898
803261,INXXX142,R,1997,acetylcholine,803261
802898,INXXX173,L,1721,acetylcholine,802898
801266,IN06B014,R,3669,gaba,801107
801204,AN06B089,R,5081,gaba,22210
139941,AN11B012,L,1725,gaba,139941
21182,AN06B014,R,2548,gaba,12559
14121,AN08B010,R,3490,acetylcholine,10922
913418,AN19B101,L,693,acetylcholine,188688
908251,IN11B018,L,767,gaba,811299
817794,"IN06A126,IN06A137",L,369,gaba,805545
816120,"IN06A126,IN06A137",L,440,gaba,805545
816014,"IN06A126,IN06A137",L,435,gaba,805545
812476,IN03B072,L,998,gaba,810676
812182,IN06A116,L,424,gaba,804164
811961,IN11B019,L,624,gaba,811961
811715,IN06A116,L,512,gaba,804164
808935,IN06A042,L,974,gaba,808237
808180,IN06A042,L,1009,gaba,807851
807330,IN06A022,L,731,gaba,807330
805728,IN06A022,L,585,gaba,805728
805545,"IN06A126,IN06A137",L,376,gaba,805545
803034,IN06A008,L,1979,gaba,802712
803007,IN06B042,R,3043,gaba,803007
188688,AN19B101,L,620,acetylcholine,188688
77245,AN06B051,L,1697,gaba,77245
919485,IN06A032,L,927,gaba,809555
810704,IN06A097,L,839,gaba,808788
810359,IN06A086,L,664,gaba,809140
809603,IN06A042,L,973,gaba,807851
806028,IN06A069,L,787,gaba,806028
802192,IN07B033,L,2322,acetylcholine,802154
85686,AN06B051,R,1559,gaba,77245
812648,IN19B071,L,335,acetylcholine,810094
812451,IN03B063,L,619,gaba,812451
810530,IN03B063,L,591,gaba,809399
801870,INXXX076,L,1476,acetylcholine,801618
924883,IN11B012,L,3642,gaba,802882
902790,w-cHIN,L,4326,acetylcholine,800967
813153,IN11A031,L,1078,acetylcholine,813153
809813,IN03B069,L,1071,gaba,809174
809369,IN07B086,L,498,acetylcholine,808931
809118,IN03B069,L,1160,gaba,809118
808366,IN07B086,L,645,acetylcholine,806974
807228,IN11A037_b,L,1420,acetylcholine,807228
806116,IN11A031,L,1608,acetylcholine,806116
804999,IN07B086,L,877,acetylcholine,804999
803575,w-cHIN,L,3526,acetylcholine,803575
802766,IN18B020,L,3210,acetylcholine,802766
800518,IN02A026,L,2606,glutamate,800518
342502,AN18B004,L,6449,acetylcholine,18714
810944,IN06B087,R,914,gaba,807966
809199,IN12A050_b,L,1146,acetylcholine,809199
809059,IN11A028,L,1230,acetylcholine,809059
808044,IN07B086,L,834,acetylcholine,807580
807423,IN06B047,R,1315,gaba,805622
803609,IN18B039,L,1917,acetylcholine,803609
910718,IN08B070_b,L,218,acetylcholine,815945
908089,IN16B063,L,847,glutamate,808487
816612,IN08B091,L,967,acetylcholine,806909
811617,IN08B036,L,787,acetylcholine,811617
809496,IN11A028,R,1097,acetylcholine,809059
806838,IN08B088,L,859,acetylcholine,806838
801571,IN01A017,R,4177,acetylcholine,801571
801189,IN06B013,R,4246,gaba,801189
801125,IN12A012,L,7615,gaba,801125
35505,AN07B024,L,2647,acetylcholine,35505
10922,AN08B010,L,3700,acetylcholine,10922
912300,IN03B061,R,1267,gaba,811238
911200,IN03B060,R,1145,gaba,811152
907678,IN19A026,R,2770,gaba,804540
812184,IN03B060,R,992,gaba,811152
811482,IN03B061,R,1217,gaba,811238
810743,IN03B066,R,1391,gaba,810353
807660,IN03B061,R,1454,gaba,807660
804688,IN03B061,R,1208,gaba,804688
109486,AN19B059,R,907,acetylcholine,91538
814711,IN03B061,R,856,gaba,811160
811211,IN03B061,R,1326,gaba,811211
811073,IN06A022,R,295,gaba,809650
806861,IN19B045,R,825,acetylcholine,804147
188811,AN19B065,R,625,acetylcholine,150463
108171,AN19B059,R,758,acetylcholine,90710
933397,IN03B072,R,1006,gaba,812612
820900,IN07B098,R,393,acetylcholine,813561
813561,IN07B098,R,345,acetylcholine,813561
805673,AN19B046,R,1145,acetylcholine,72661
802566,IN27X014,R,3814,gaba,802566
814690,IN03B072,R,834,gaba,805701
812173,IN06A022,R,383,gaba,809650
204366,AN19B063,R,976,acetylcholine,123827
74133,AN19B059,R,823,acetylcholine,74133
909171,IN07B083_b,R,354,acetylcholine,809324
904933,IN11A028,R,2621,acetylcholine,800520
904639,IN06A002,R,7717,gaba,904639
817559,IN07B079,R,388,acetylcholine,809381
813671,IN03B070,R,765,gaba,804712
813530,IN07B096_a,R,265,acetylcholine,811942
811818,IN07B079,R,380,acetylcholine,806051
810088,IN12A054,R,1182,acetylcholine,808206
809381,IN07B079,R,438,acetylcholine,809381
808206,IN12A054,R,1619,acetylcholine,808206
803469,w-cHIN,R,6214,acetylcholine,803469
802016,IN19B033,L,4633,acetylcholine,802016
801107,IN06B014,L,3093,gaba,801107
800943,IN17B004,R,4119,gaba,800943
910145,IN19B048,R,919,acetylcholine,808213
815436,IN03B072,R,571,gaba,805701
135600,AN19B061,R,582,acetylcholine,135600
101146,AN19B093,R,649,acetylcholine,90756
906480,IN19B045,R,1065,acetylcholine,804676
811775,IN06A124,R,510,gaba,811549
811160,IN03B061,R,768,gaba,811160
810992,IN03B066,R,1207,gaba,809334
810855,IN06A022,R,560,gaba,805728
810140,IN06A022,R,487,gaba,805728
804132,IN06A003,R,2971,gaba,803683
116672,AN19B093,R,587,acetylcholine,90756
817355,IN06A075,R,355,gaba,801520
817053,IN06A075,R,345,gaba,801520
816087,IN06A075,R,355,gaba,801520
813422,IN07B083_a,R,419,acetylcholine,813422
808396,IN06A040,R,348,gaba,808396
806463,IN12A018,R,1319,acetylcholine,805021
806088,IN12A043_a,R,1625,acetylcholine,805934
806051,IN07B079,R,360,acetylcholine,806051
803950,IN12A018,R,1647,acetylcholine,803950
803574,IN19B037,R,1190,acetylcholine,803574
801618,INXXX076,R,1099,acetylcholine,801618
801567,IN06A013,R,1553,gaba,801567
801141,w-cHIN,R,6407,acetylcholine,27478
63109,AN18B020,R,2595,acetylcholine,57190
27135,DNge015,R,764,acetylcholine,23882
12559,AN06B014,L,2334,gaba,12559
812407,IN03B060,R,941,gaba,811152
802092,IN14B007,R,2544,gaba,802092
94612,AN19B060,R,601,acetylcholine,81566
817005,IN03B072,R,500,gaba,805701
812962,IN16B046,R,275,glutamate,809332
170689,AN19B100,R,736,acetylcholine,170347
166366,AN19B093,R,474,acetylcholine,121294
45062,AN18B025,R,1386,acetylcholine,37199
907967,IN06A086,R,811,gaba,808702
905303,IN27X014,L,3926,gaba,802566
809417,IN06A057,R,725,gaba,809106
98013,AN19B060,R,617,acetylcholine,81566
817733,IN06A070,R,306,gaba,816216
904042,IN12A012,R,6425,gaba,801125
809272,IN12A050_b,R,1102,acetylcholine,809199
807262,IN07B086,R,1053,acetylcholine,807262
805934,IN12A043_a,L,1917,acetylcholine,805934
800967,w-cHIN,R,4643,acetylcholine,800967
809676,IN19B105,R,647,acetylcholine,809676
90710,AN19B059,R,617,acetylcholine,90710
907676,IN06A079,R,487,gaba,807623
820457,IN06A075,R,395,gaba,813584
811754,IN07B079,R,269,acetylcholine,811754
806767,IN19B053,R,384,acetylcholine,804689
805416,IN06A016,R,880,gaba,805416
802633,IN06A020,R,2903,gaba,802533
905602,IN02A019,R,1518,glutamate,804015
819196,IN08B093,R,488,acetylcholine,815516
813088,IN08B093,R,521,acetylcholine,813088
810820,IN07B081,R,914,acetylcholine,810820
810094,IN19B071,R,366,acetylcholine,810094
808955,IN07B092_a,R,533,acetylcholine,807952
808953,IN19B048,R,596,acetylcholine,808076
808550,IN03B037,R,1497,acetylcholine,806060
808530,IN07B092_a,R,849,acetylcholine,807952
807782,IN19B066,R,790,acetylcholine,805848
804679,IN11B011,R,1684,gaba,804679
802184,IN02A026,R,2236,glutamate,800518
23882,DNge015,R,888,acetylcholine,23882
815201,IN03B073,R,558,gaba,814281
814805,IN03B059,R,630,gaba,808776
813991,IN03B059,R,684,gaba,808776
813528,IN06A082,L,317,gaba,813528
813127,IN03B081,R,607,gaba,813127
812910,IN06A136,L,324,gaba,812910
811939,IN03B081,R,859,gaba,811939
811210,IN03B062,R,574,gaba,810570
808768,IN03B062,R,563,gaba,808768
806165,IN19B069,R,623,acetylcholine,806165
805884,IN03B060,R,871,gaba,805884
804165,IN11B018,R,845,gaba,804165
903400,IN18B020,R,2967,acetylcholine,802766
811040,IN12A050_a,R,956,acetylcholine,809672
805487,w-cHIN,R,3640,acetylcholine,803575
812170,IN02A040,R,472,glutamate,811559
216011,AN19B101,R,652,acetylcholine,216011
158437,AN06A080,R,415,gaba,153120
906654,INXXX133,R,2313,acetylcholine,803042
815847,IN03B072,R,685,gaba,805701
812064,IN16B046,R,355,glutamate,809332
