s,i,w
125942,817559,7
125942,813530,6
125942,812071,4
125942,810511,5
125942,810088,4
125942,809314,3
125942,808396,3
125942,807262,5
125942,806767,3
125942,805673,3
125942,801107,4
125942,34664,5
124505,902790,8
124505,821276,6
124505,816612,7
124505,814909,3
124505,811510,13
124505,810441,4
124505,809928,10
124505,809199,15
124505,808550,3
124505,806838,6
124505,806060,3
124505,805934,3
124505,805021,5
124505,804304,6
124505,804297,7
124505,803824,4
124505,803609,10
124505,803575,14
124505,802766,3
124505,802558,3
124505,802533,6
124505,802399,6
124505,802323,5
124505,801974,4
124505,801266,54
124505,801125,17
124505,800071,13
124505,572998,3
124505,171693,4
124505,153256,4
124505,139941,7
124505,21182,22
132009,21182,7
132009,11540,4
132009,404805873,14
132009,911172,9
132009,905420,9
132009,904945,3
132009,816612,4
132009,813153,3
132009,811830,4
132009,811510,3
132009,810441,4
132009,809892,3
132009,809199,8
132009,809059,3
132009,809019,4
132009,807952,10
132009,806838,8
132009,806821,3
132009,806049,11
132009,805934,6
132009,805809,6
132009,804304,3
132009,803575,7
132009,803042,5
132009,802533,17
132009,802506,12
132009,802399,10
132009,801974,8
132009,801870,6
132009,801266,15
132009,801189,5
132009,801125,14
132009,800518,15
132009,800071,3
132009,800063,4
132009,572998,3
132009,342502,3
132009,263534,5
132009,205625,3
132009,153256,10
132009,139941,31
132009,95401,5
132009,90756,6
132009,67824,3
132009,37199,3
321904,903400,4
321904,815965,3
321904,811299,3
321904,809384,3
321904,808788,8
321904,807978,7
321904,807851,4
321904,804164,3
321904,803860,3
321904,802882,6
321904,118792,3
321904,82880,10
321904,77245,3
344330055,940398,4
344330055,931656,4
344330055,910718,7
344330055,910612,8
344330055,906366,3
344330055,818501,3
344330055,817315,3
344330055,816879,3
344330055,815063,3
344330055,806821,16
344330055,804428,5
344330055,803869,4
344330055,803261,4
344330055,802898,10
344330055,801870,3
344330055,801138,3
344330055,801125,6
