bodyId,type,side,post,nt,group
814805,IN03B059,R,630,gaba,808776.0
813991,IN03B059,R,684,gaba,808776.0
813127,IN03B081,R,607,gaba,813127.0
811939,IN03B081,R,859,gaba,811939.0
811210,IN03B062,R,574,gaba,810570.0
808768,IN03B062,R,563,gaba,808768.0
805884,IN03B060,R,871,gaba,805884.0
903400,IN18B020,R,2967,acetylcholine,802766.0
811040,IN12A050_a,R,956,acetylcholine,809672.0
805487,w-cHIN,R,3640,acetylcholine,803575.0
812170,IN02A040,R,472,glutamate,811559.0
906654,INXXX133,R,2313,acetylcholine,803042.0
815847,IN03B072,R,685,gaba,805701.0
809399,IN03B063,R,666,gaba,809399.0
804205,IN19A142,R,2467,gaba,801102.0
910238,IN12A035,R,1021,acetylcholine,803824.0
907594,IN18B039,R,1873,acetylcholine,803609.0
811281,IN12A050_b,R,938,acetylcholine,809199.0
169836,AN07B085,R,464,acetylcholine,156120.0
811299,IN11B018,R,561,gaba,811299.0
14569,DNg04,R,4019,acetylcholine,14569.0
936263,IN06A137,R,518,gaba,817579.0
815965,"IN06A126,IN06A137",R,326,gaba,805545.0
814436,IN03B072,R,826,gaba,810676.0
804164,IN06A116,R,428,gaba,804164.0
912637,IN06A108,R,384,gaba,811833.0
810555,IN16B093,R,672,glutamate,809466.0
802882,IN11B012,R,2954,gaba,802882.0
819660,"IN06A126,IN06A137",R,211,gaba,805545.0
1052546574,IN11B022_b,L,565,gaba,815420.0
933278,IN03B061,L,1114,gaba,811160.0
812136,IN03B060,L,999,gaba,805868.0
811364,IN03B060,L,1044,gaba,811152.0
811352,IN03B061,L,1276,gaba,811211.0
811252,IN06A022,L,410,gaba,809650.0
811238,IN03B061,L,1343,gaba,811238.0
810486,IN03B060,L,1169,gaba,808383.0
814919,IN06A128,L,611,gaba,814919.0
814314,IN03B072,L,790,gaba,805701.0
814281,IN03B073,L,574,gaba,814281.0
812644,IN06A022,L,360,gaba,809650.0
812612,IN03B072,L,891,gaba,812612.0
805701,IN03B072,L,871,gaba,805701.0
817579,IN06A137,L,374,gaba,817579.0
809553,IN06A086,L,858,gaba,808702.0
809106,IN06A057,L,953,gaba,809106.0
935925,IN07B081,L,1020,acetylcholine,810074.0
924901,IN06A002,L,8876,gaba,904639.0
802533,IN06A020,L,2809,gaba,802533.0
810441,IN12A050_b,L,1073,acetylcholine,809199.0
802399,IN03B008,L,7888,unclear,802399.0
806060,IN03B037,L,1693,acetylcholine,806060.0
811559,IN02A040,L,562,glutamate,811559.0
11540,DNge152,M,4156,unclear,
814790,w-cHIN,L,770,acetylcholine,802263.0
807416,IN07B086,L,1044,acetylcholine,807262.0
910784,IN02A049,L,402,glutamate,811345.0
904263,IN03B060,L,751,gaba,814667.0
814521,IN03B060,L,814,gaba,808235.0
813606,IN03B060,L,819,gaba,808235.0
810570,IN03B062,L,683,gaba,810570.0
1051211885,IN02A040,L,559,glutamate,819171.0
811616,IN03B058,L,747,gaba,811616.0
809466,IN16B093,L,743,glutamate,809466.0
808717,IN06A011,L,529,gaba,808717.0
816372,IN07B099,L,406,acetylcholine,804768.0
815768,IN03B060,L,684,gaba,814667.0
814667,IN03B060,L,778,gaba,814667.0
814284,IN03B081,L,495,gaba,813127.0
811152,IN03B060,L,1094,gaba,811152.0
807952,IN07B092_a,L,805,acetylcholine,807952.0
904945,IN03B058,L,1400,gaba,78326.0
812229,IN07B087,L,217,acetylcholine,810013.0
800063,IN12B002,R,3296,gaba,800063.0
818353,IN16B089,L,302,glutamate,817230.0
814530,IN06A124,L,458,gaba,811549.0
810818,IN06A022,L,316,gaba,805728.0
806396,IN06B055,R,1319,gaba,805994.0
803042,INXXX133,L,2644,acetylcholine,803042.0
809672,IN12A050_a,L,1119,acetylcholine,809672.0
803824,IN12A035,L,1154,acetylcholine,803824.0
807230,IN17A056,L,1356,acetylcholine,806864.0
806908,IN17A067,L,1012,acetylcholine,806908.0
805809,AN07B085,L,482,acetylcholine,
802410,INXXX355,L,2414,gaba,802323.0
802323,INXXX355,R,2529,gaba,802323.0
800071,IN12B002,R,3299,gaba,800071.0
815041,IN03B059,L,580,gaba,808776.0
810333,IN06A022,L,369,gaba,809650.0
808776,IN03B059,L,709,gaba,808776.0
811598,IN06A124,L,633,gaba,811549.0
810542,IN06A022,L,405,gaba,805728.0
807100,IN03B072,L,792,gaba,805701.0
804676,IN19B045,L,1512,acetylcholine,804676.0
931656,w-cHIN,L,5951,acetylcholine,803469.0
907826,IN16B093,L,780,glutamate,809466.0
819147,IN07B079,L,335,acetylcholine,811754.0
814815,IN07B096_a,L,317,acetylcholine,811942.0
813482,IN07B096_a,L,384,acetylcholine,811942.0
912500,IN03B060,L,818,gaba,805868.0
808880,IN03B060,L,1018,gaba,805884.0
808450,IN03B060,L,831,gaba,805868.0
808383,IN03B060,L,1087,gaba,808383.0
804536,IN07B103,L,206,acetylcholine,804536.0
803197,IN07B019,L,2804,acetylcholine,803197.0
911812,IN03B060,L,988,gaba,805868.0
813849,IN03B060,L,805,gaba,808235.0
807960,IN16B093,L,635,glutamate,806307.0
936618,IN03B058,L,961,gaba,811616.0
817167,IN03B062,L,670,gaba,808768.0
806816,IN11A037_a,L,1572,acetylcholine,806816.0
813247,IN03B063,L,729,gaba,813247.0
812307,IN03B081,L,819,gaba,811939.0
811793,IN03B080,L,878,gaba,811793.0
810353,IN03B066,L,1453,gaba,810353.0
801861,IN14B007,L,3306,gaba,801861.0
818820,IN07B087,L,245,acetylcholine,806353.0
813253,IN07B083_c,L,438,acetylcholine,809314.0
806353,IN07B087,L,368,acetylcholine,806353.0
805021,IN12A018,L,1886,acetylcholine,805021.0
804689,IN19B053,L,537,acetylcholine,804689.0
801974,IN03B005,L,8919,unclear,800500.0
515785,DNg76,L,3495,acetylcholine,14154.0
14154,DNg76,R,3247,acetylcholine,14154.0
909732,IN02A043,R,352,glutamate,808497.0
819171,IN02A040,R,220,glutamate,819171.0
812702,IN03B058,R,792,gaba,811616.0
809555,IN06A032,R,898,gaba,809555.0
808187,IN07B086,R,818,acetylcholine,804999.0
809650,IN06A022,R,451,gaba,809650.0
912649,IN03B060,R,686,gaba,814667.0
811345,IN02A049,R,401,glutamate,811345.0
808235,IN03B060,R,790,gaba,808235.0
805804,IN03B058,R,903,gaba,78326.0
804768,IN07B099,R,374,acetylcholine,804768.0
814234,IN03B060,R,777,gaba,805868.0
812510,IN07B099,R,450,acetylcholine,804768.0
812272,IN03B060,R,916,gaba,805884.0
809140,IN06A086,R,699,gaba,809140.0
906481,IN03B058,R,814,gaba,811616.0
815806,IN06A128,R,422,gaba,814919.0
811685,IN16B104,R,420,glutamate,811685.0
810013,IN07B087,R,350,acetylcholine,810013.0
807580,IN07B086,R,767,acetylcholine,807580.0
805933,IN07B098,R,394,acetylcholine,805933.0
806974,IN07B086,R,654,acetylcholine,806974.0
804879,IN06B017,L,1481,gaba,804443.0
810434,IN16B093,R,602,glutamate,809466.0
816121,IN03B060,R,678,gaba,814667.0
909392,IN07B079,L,526,acetylcholine,809381.0
816879,IN06A075,L,400,gaba,801520.0
816860,IN07B079,L,489,acetylcholine,809381.0
814959,IN07B083_b,L,322,acetylcholine,809324.0
813106,IN07B077,L,530,acetylcholine,811407.0
811600,IN07B079,L,451,acetylcholine,809381.0
805781,IN11A028,L,2550,acetylcholine,800520.0
27478,w-cHIN,L,6717,acetylcholine,27478.0
814909,IN07B083_a,L,356,acetylcholine,813422.0
805548,IN06A016,L,988,gaba,805416.0
803955,IN12A018,L,2172,acetylcholine,803950.0
802558,IN19B031,L,2644,acetylcholine,802558.0
821276,IN07B079,L,345,acetylcholine,806051.0
818501,IN06A075,L,314,gaba,801520.0
818120,IN06A075,L,354,gaba,801520.0
814100,IN07B094_a,L,235,acetylcholine,806264.0
807241,IN07B094_b,L,417,acetylcholine,807241.0
911172,IN07B092_a,L,455,acetylcholine,807952.0
801520,IN06A075,L,383,gaba,801520.0
27490,DNge015,L,713,acetylcholine,23882.0
804304,INXXX138,L,2060,acetylcholine,803869.0
803995,IN07B075,L,365,acetylcholine,803995.0
809892,IN12A035,L,1277,acetylcholine,809892.0
810951,IN06A075,L,362,gaba,801520.0
20234,DNge175,L,2030,acetylcholine,15483.0
910013,IN03B070,L,832,gaba,814894.0
820652,IN07B083_b,L,382,acetylcholine,809324.0
813584,IN06A075,L,402,gaba,813584.0
100012,AN07B032,L,1615,acetylcholine,100012.0
808702,IN06A086,L,819,gaba,808702.0
809634,IN03B069,L,951,gaba,809118.0
811942,IN07B096_a,L,316,acetylcholine,811942.0
803869,INXXX138,R,2165,acetylcholine,803869.0
805622,IN06B047,L,1584,gaba,805622.0
815428,IN02A049,R,219,glutamate,804429.0
816175,IN08B070_b,R,210,acetylcholine,815945.0
805302,INXXX142,L,1494,acetylcholine,803261.0
809713,IN11A034,R,384,acetylcholine,807680.0
808081,IN11A031,R,1332,acetylcholine,806116.0
18714,AN18B004,R,6443,acetylcholine,18714.0
814583,IN03B063,R,565,gaba,813247.0
809434,IN03B060,R,833,gaba,808235.0
813790,IN03B060,R,811,gaba,808235.0
813142,IN03B060,R,740,gaba,805868.0
811412,IN03B060,R,999,gaba,808383.0
806307,IN16B093,R,609,glutamate,806307.0
804463,IN07B039,R,846,acetylcholine,804463.0
803316,IN07B019,R,2567,acetylcholine,803197.0
805868,IN03B060,R,770,gaba,805868.0
808964,IN16B063,R,490,glutamate,808964.0
805084,IN07B083_d,R,419,acetylcholine,805084.0
908617,IN19B055,R,492,acetylcholine,908617.0
909250,IN06A105,L,363,gaba,817627.0
813457,IN06A120_b,L,364,gaba,813457.0
805702,IN03B080,L,798,gaba,805702.0
804838,IN03B076,L,1041,gaba,804838.0
802296,IN07B026,L,2097,acetylcholine,802296.0
911917,IN06A108,L,630,gaba,811833.0
815208,IN06A107,L,392,gaba,812135.0
807251,IN19B083,R,567,acetylcholine,807251.0
816459,IN02A061,L,207,glutamate,816178.0
814321,IN03B072,L,756,gaba,805701.0
907602,IN03B061,L,756,gaba,811160.0
801657,IN17B015,L,2524,gaba,801272.0
809721,IN03B069,R,1111,gaba,809118.0
808156,IN11A037_b,R,1454,acetylcholine,807228.0
809219,IN07B092_c,R,352,acetylcholine,809219.0
812288,IN06A127,L,504,gaba,812288.0
911832,IN03B061,L,1218,gaba,804688.0
18572,AN06B090,L,1371,gaba,18572.0
812570,IN06A011,R,558,gaba,808717.0
809649,IN07B092_b,R,413,acetylcholine,809649.0
810742,IN12A035,R,1087,acetylcholine,809892.0
811896,IN16B099,R,316,glutamate,808746.0
810579,IN03B069,R,890,gaba,809118.0
910339,IN19B087,R,472,acetylcholine,811968.0
812085,IN06A057,R,877,gaba,
811495,IN03B076,R,890,gaba,804838.0
807745,IN19B066,R,536,acetylcholine,803496.0
802704,IN07B026,R,1895,acetylcholine,802296.0
808487,IN16B063,R,723,glutamate,808487.0
801272,IN17B015,R,1789,gaba,801272.0
817627,IN06A105,R,287,gaba,817627.0
817011,IN07B087,R,244,acetylcholine,806353.0
810005,IN07B075,R,382,acetylcholine,803995.0
814060,IN07B096_a,R,236,acetylcholine,811942.0
810381,IN12A058,R,679,acetylcholine,810381.0
821186,IN06A075,L,361,gaba,801520.0
809221,IN12A058,R,735,acetylcholine,809221.0
912164,IN02A047,L,304,glutamate,811615.0
904813,IN19B033,R,5110,acetylcholine,802016.0
810417,IN16B099,L,243,glutamate,810417.0
809918,IN07B083_d,L,437,acetylcholine,805084.0
805372,dMS2,L,2903,acetylcholine,805372.0
258513,DNge093,R,689,acetylcholine,23715.0
815160,IN03B060,R,736,gaba,814667.0
822417,IN03B066,L,304,gaba,817279.0
811026,IN03B066,L,1243,gaba,809685.0
812201,IN03B066,L,1217,gaba,809685.0
801982,IN14B007,R,3076,gaba,801861.0
83621,AN06A030,R,1281,glutamate,63939.0
814114,IN03B080,R,681,gaba,811793.0
817589,IN06A129,R,293,gaba,817589.0
812604,IN11B019,R,546,gaba,811961.0
514021,DNg04,R,4302,acetylcholine,14569.0
808931,IN07B086,R,377,acetylcholine,808931.0
808746,IN16B099,L,475,glutamate,808746.0
804054,IN17A057,L,1613,acetylcholine,804054.0
910612,IN16B063,L,652,glutamate,808964.0
813744,IN16B099,L,109,glutamate,808770.0
911703,IN12A058,L,714,acetylcholine,810381.0
811004,IN11A036,L,532,acetylcholine,806242.0
816009,IN06A075,R,277,gaba,801520.0
806242,IN11A036,L,224,acetylcholine,806242.0
811323,IN11B018,L,547,gaba,811323.0
800564,IN17A011,L,3038,acetylcholine,800564.0
911091,IN06A075,R,291,gaba,801520.0
817836,IN03B066,R,284,gaba,817279.0
518123,AN06B090,R,1052,gaba,18572.0
935793,IN16B099,R,105,glutamate,808770.0
902294,IN17A011,R,2764,acetylcholine,800564.0
815118,IN11B019,R,303,gaba,812138.0
814169,IN06A116,R,368,gaba,804164.0
800822,IN17A023,R,4691,acetylcholine,800822.0
814852,IN03B063,R,458,gaba,812451.0
812938,IN03B080,R,674,gaba,805702.0
810074,IN07B081,R,949,acetylcholine,810074.0
801640,IN01A017,L,3750,acetylcholine,801571.0
22210,AN06B089,L,4121,gaba,22210.0
812071,IN07B087,R,361,acetylcholine,806353.0
810511,IN16B087,R,640,glutamate,809643.0
809314,IN07B083_c,R,422,acetylcholine,809314.0
34664,DNge154,R,633,acetylcholine,34664.0
810226,IN06B087,L,895,gaba,807966.0
805964,IN06B077,L,1369,gaba,805964.0
807033,IN06A045,R,1059,gaba,807033.0
814104,IN06A082,L,307,gaba,814104.0
809283,IN06A116,L,510,gaba,804164.0
326964,DNg12_a,L,749,acetylcholine,23628.0
42102,DNge108,L,564,acetylcholine,25876.0
23715,DNge093,L,817,acetylcholine,23715.0
540462,DNge154,L,576,acetylcholine,34664.0
27792,DNge093,L,738,acetylcholine,23715.0
818252,IN06A075,R,283,gaba,801520.0
819236,IN16B099,R,149,glutamate,810417.0
814465,IN11A031,R,856,acetylcholine,813153.0
822288,IN12A063_a,L,195,acetylcholine,819279.0
814550,IN06A108,L,416,gaba,811833.0
804712,IN03B070,L,1178,gaba,804712.0
815962,IN11A036,R,361,acetylcholine,806242.0
903314,IN06B077,R,1688,gaba,805964.0
807966,IN06B087,R,1055,gaba,807966.0
804376,IN07B031,L,847,glutamate,804376.0
811628,IN07B094_b,R,421,acetylcholine,807241.0
810472,IN03B066,R,1401,gaba,809939.0
809407,IN06A116,R,478,gaba,804164.0
808958,IN11A034,L,426,acetylcholine,807680.0
812138,IN11B019,L,458,gaba,812138.0
811830,IN07B092_b,L,339,acetylcholine,809649.0
807250,IN19B072,L,528,acetylcholine,807250.0
27735,DNge110,L,571,acetylcholine,19691.0
802887,IN19B002,R,1997,acetylcholine,802887.0
27626,DNge093,R,774,acetylcholine,23715.0
10664,DNp33,R,2712,acetylcholine,10664.0
903115,IN03B066,L,409,gaba,817279.0
803032,IN19B031,R,1952,acetylcholine,802558.0
906655,IN10B023,L,1615,acetylcholine,803193.0
801138,IN12A006,L,3485,acetylcholine,801138.0
