s,i,w
102868,935925,6
102868,931656,9
102868,911832,3
102868,910784,6
102868,910612,4
102868,902790,3
102868,817053,3
102868,816879,12
102868,807416,5
102868,805934,6
102868,802399,3
102868,801974,4
102868,801266,14
102868,27478,3
102868,21182,3
263403,935925,3
263403,911703,3
263403,910718,9
263403,910612,4
263403,816612,5
263403,813744,3
263403,809199,9
263403,809059,3
263403,801266,3
263403,801189,3
263403,800518,3
263403,21182,21
54772,903400,8
54772,810579,4
54772,808156,4
54772,805487,3
54772,802882,28
54772,802633,5
54772,801107,15
54772,800967,3
54772,800943,7
54772,800063,4
188093,906654,19
188093,904042,4
188093,808487,5
188093,805302,6
188093,803869,13
188093,801107,9
188093,800071,4
188093,800063,6
188093,11540,3
117729,809555,4
117729,805933,3
117729,802882,3
117729,802154,4
188368,907967,4
188368,904639,4
188368,815806,3
188368,814465,3
188368,810013,4
188368,809417,4
188368,809140,3
188368,808081,7
188368,807978,4
188368,802882,5
188368,802633,4
188368,78326,5
356694,910718,4
356694,903314,5
356694,807966,7
356694,804996,12
356694,803609,3
356694,21182,18
319464846,924883,3
319464846,919485,4
319464846,816014,3
319464846,812476,7
319464846,808935,3
319464846,808702,4
319464846,808180,5
319464846,802192,13
145821,911172,4
145821,910612,8
145821,816612,5
145821,810441,4
145821,809672,3
145821,809199,8
145821,807952,5
145821,806838,4
145821,804676,3
145821,804376,4
145821,803869,4
145821,803824,4
145821,803042,11
145821,802533,5
145821,801974,5
145821,801870,4
145821,801266,16
145821,800518,10
145821,800071,7
145821,21182,3
145821,11540,3
807074,910612,4
807074,816612,9
807074,815208,3
807074,810441,11
807074,809672,5
807074,809199,10
807074,806838,4
807074,806060,5
807074,805934,3
807074,805809,4
807074,804676,4
807074,804304,5
807074,803995,3
807074,803869,3
807074,803824,10
807074,803042,17
807074,802533,22
807074,802399,18
807074,801974,29
807074,801870,16
807074,801266,38
807074,800518,7
807074,800063,3
807074,21182,10
807074,11540,4
109547,811211,4
109547,804688,3
109547,804205,3
109547,518123,6
109547,908617,4
125890,903400,5
125890,811628,3
125890,805487,7
125890,801107,19
125890,800967,4
149586,906654,9
149586,815965,5
149586,811775,3
149586,811495,3
149586,811299,4
149586,810472,3
149586,809407,7
149586,803860,36
149586,802704,3
149586,802092,5
149586,800063,4
149586,514021,9
149586,14569,12
136883,924883,8
136883,911172,6
136883,904945,3
136883,902790,5
136883,816612,4
136883,815208,3
136883,813153,8
136883,810441,12
136883,809918,3
136883,809672,5
136883,809496,4
136883,809369,7
136883,809199,16
136883,809059,7
136883,808958,3
136883,808550,4
136883,806838,3
136883,805934,5
136883,805809,7
136883,803824,3
136883,803609,4
136883,803575,8
136883,803042,17
136883,802766,8
136883,802633,4
136883,802533,26
136883,801870,3
136883,801266,51
136883,800518,5
136883,800071,12
136883,800063,6
136883,342502,9
136883,21182,12
136883,11540,6
96002,806767,11
96002,805084,3
96002,802882,4
96002,802633,4
96002,801107,5
96002,800063,5
96002,258513,5
155035,911172,5
155035,818501,3
155035,816612,3
155035,809892,4
155035,809672,3
155035,803824,6
155035,801974,16
155035,801870,5
155035,515785,6
155035,21182,16
215290,909250,3
215290,816612,10
215290,805021,4
215290,804304,12
215290,803869,11
215290,803261,16
215290,801870,11
215290,801266,3
215290,100012,4
215290,21182,6
215290,20234,6
215290,14154,3
139538,906654,19
139538,905303,21
139538,815965,5
139538,815847,4
139538,815806,3
139538,815436,5
139538,814690,4
139538,812604,4
139538,812407,4
139538,811299,3
139538,809272,4
139538,808434,6
139538,807202,5
139538,804463,3
139538,803860,96
139538,802704,14
139538,802566,11
139538,802092,11
139538,45062,20
250927,911172,9
250927,816612,13
250927,815208,4
250927,812138,3
250927,811830,8
250927,810441,3
250927,809672,3
250927,806838,7
250927,804304,9
250927,803609,3
250927,803042,6
250927,801266,8
250927,800518,13
250927,800071,8
250927,21182,3
811943,907594,9
811943,904042,3
811943,819236,3
811943,811281,6
811943,809272,10
811943,809219,6
811943,809174,4
811943,808964,3
811943,808187,5
811943,808081,4
811943,807978,14
811943,805487,16
811943,803469,3
811943,802882,3
811943,802633,4
811943,802323,4
811943,802184,3
811943,801107,46
811943,800967,3
811943,514021,4
811943,169836,6
811943,14569,3
811943,11540,3
129205,819660,3
129205,816121,11
129205,815160,4
129205,813790,4
129205,812510,5
129205,812272,3
129205,812184,7
129205,811685,4
129205,811412,7
129205,809555,4
129205,809434,3
129205,808237,11
129205,807250,4
129205,806767,13
129205,806307,3
129205,805884,5
129205,804768,3
129205,804688,6
129205,802092,3
129205,911200,3
129205,910339,3
240137,910612,3
240137,909250,3
240137,816612,8
240137,806838,18
240137,804304,18
240137,803869,8
240137,803261,8
240137,803042,7
240137,802558,3
240137,802399,5
240137,801974,4
240137,801870,3
240137,801266,13
240137,800071,3
240137,100012,6
240137,21182,6
101919,811040,3
101919,806463,4
101919,806088,3
101919,801107,11
101919,515785,8
101919,14154,9
101048,11540,3
101048,906654,19
101048,904042,4
101048,814465,7
101048,811281,16
101048,811040,5
101048,810013,3
101048,809272,20
101048,808530,4
101048,807978,8
101048,806088,3
101048,805934,3
101048,805487,10
101048,804304,4
101048,802882,6
101048,802633,20
101048,802184,7
101048,801107,32
101048,800967,9
101048,800071,7
101048,169836,4
542076,811152,7
542076,805702,3
542076,804676,10
542076,803042,14
542076,802566,4
542076,802296,4
542076,818353,13
542076,815208,4
542076,815041,4
542076,814321,3
452754,908251,4
452754,816014,4
452754,814314,4
452754,811961,4
452754,810818,6
452754,807330,3
452754,805728,7
452754,803007,6
129503,924883,13
129503,911917,3
129503,907826,5
129503,815208,3
129503,814815,5
129503,814790,5
129503,807416,3
129503,804689,9
129503,802766,3
129503,800071,5
129503,800063,7
150027,803824,3
150027,802399,9
150027,801974,8
150027,801266,7
161212,919485,3
161212,817579,5
161212,815208,3
161212,814919,4
161212,813457,5
161212,812182,3
161212,811961,4
161212,811715,5
161212,811598,8
161212,811323,3
161212,810359,5
161212,809603,9
161212,809369,8
161212,809283,6
161212,809199,6
161212,808935,5
161212,808366,5
161212,807330,5
161212,804999,3
161212,803042,35
161212,803007,9
161212,802296,13
161212,802192,9
161212,801861,9
161212,801189,6
161212,800063,4
172332,924883,20
172332,902790,4
172332,814790,5
172332,813153,3
172332,809813,3
172332,809118,5
172332,808044,4
172332,806816,5
172332,806116,7
172332,804999,7
172332,803575,12
172332,802766,7
172332,802533,4
172332,801266,24
172332,21182,3
203325,814815,3
203325,813482,4
203325,811600,6
203325,809918,3
203325,805781,6
203325,804689,8
203325,800071,9
203325,800063,4
203325,27792,5
1020257299,808187,5
1020257299,808081,4
1020257299,807978,5
1020257299,807580,3
1020257299,807262,5
1020257299,805487,5
1020257299,802882,4
1020257299,801107,7
1020257299,800967,3
1020257299,936263,4
1020257299,903400,3
1020257299,814465,4
1020257299,809721,4
1020257299,809174,5
251962,904042,7
251962,903400,6
251962,816175,8
251962,811281,4
251962,802184,3
251962,801107,13
581519998,910718,7
581519998,910612,6
581519998,816009,3
581519998,813584,4
581519998,810441,3
581519998,810417,3
581519998,809199,5
581519998,803261,11
581519998,801266,3
581519998,342502,3
581519998,100012,4
581519998,21182,10
193940,908251,9
193940,816014,3
193940,814530,5
193940,812138,3
193940,811715,5
193940,811323,7
193940,809813,4
193940,809283,9
193940,808935,6
193940,808180,4
193940,805545,4
193940,803042,18
193940,803007,27
193940,801861,3
193940,21182,3
814345,810742,4
814345,808955,3
814345,805302,7
814345,801618,9
155935,903400,4
155935,809721,3
155935,809140,4
155935,807978,4
155935,807262,5
155935,805487,4
155935,802882,4
155935,801107,6
155935,800967,3
155935,514021,13
155935,342502,3
155935,27735,3
155935,18714,3
155935,14569,6
817334,907594,3
817334,903400,8
817334,811040,3
817334,809272,6
817334,805487,8
817334,802184,4
817334,801107,20
817334,800967,5
817334,18714,3
168542,907594,11
168542,906654,14
168542,904042,5
168542,903400,5
168542,815118,3
168542,814465,3
168542,814060,3
168542,811281,13
168542,810013,5
168542,809272,10
168542,809219,3
168542,809174,5
168542,809059,4
168542,808931,3
168542,807978,5
168542,807262,5
168542,805487,11
168542,804164,3
168542,802882,4
168542,802184,7
168542,801107,42
168542,800967,11
168542,800063,3
168542,514021,15
168542,18714,9
168542,14569,4
98280,809314,3
98280,808187,3
98280,807262,6
98280,802882,11
98280,802633,4
98280,801107,7
98280,800071,4
98280,258513,4
98280,18714,3
721595680,907594,3
721595680,904042,7
721595680,816175,4
721595680,809496,4
721595680,802184,8
150277,804676,3
150277,801266,3
150277,801189,4
150277,800518,4
242617,807952,3
242617,805021,4
242617,803824,3
242617,803042,3
242617,802533,5
242617,802399,15
242617,801974,28
242617,801870,5
242617,801266,24
242617,21182,15
242617,11540,7
165036608,907967,3
165036608,812604,3
165036608,812482,3
165036608,808434,6
165036608,808237,6
165036608,802092,4
113655,911200,5
113655,812184,3
113655,811685,10
113655,811495,3
113655,811412,8
113655,811210,8
113655,804463,3
113655,802887,5
113655,801272,5
113655,27626,5
113655,14154,5
122141,903400,3
122141,808187,3
122141,807262,9
122141,806307,3
122141,805084,3
122141,802882,6
122141,802633,5
122141,801107,6
122141,800943,4
122141,800063,4
122141,514021,7
122141,18714,3
122141,10664,4
99569,933397,3
99569,912649,4
99569,816121,3
99569,812570,7
99569,811685,4
99569,809555,4
99569,809381,7
99569,806307,10
142880,935925,4
142880,931656,6
142880,911703,3
142880,910612,4
142880,903115,3
142880,902790,7
142880,816612,3
142880,816009,5
142880,813584,4
142880,810441,6
142880,809672,6
142880,809199,8
142880,808746,5
142880,807416,3
142880,806060,3
142880,802399,4
142880,801974,4
142880,801266,16
142880,27478,11
142880,21182,9
338575,909716,4
338575,810855,4
338575,810140,4
338575,808434,6
338575,808237,3
338575,807202,3
338575,803860,10
338575,802092,6
338575,14569,4
124567,904042,3
124567,809272,6
124567,808530,4
124567,803032,3
124567,802633,5
124567,801107,11
124567,169836,4
124567,11540,5
77796,912649,8
77796,816121,3
77796,812510,8
77796,812272,3
77796,812184,3
77796,805884,10
77796,804768,3
807758,931656,16
807758,818501,10
807758,818120,3
807758,817053,4
807758,816879,10
807758,810441,3
807758,809199,3
807758,806088,5
807758,803261,4
807758,801266,9
807758,27478,7
807758,21182,9
807758,18572,3
232250,906655,9
232250,906481,3
232250,814465,3
232250,809174,3
232250,808434,5
232250,807978,5
232250,802882,3
232250,802154,12
160004,809106,3
160004,808935,12
160004,808180,3
160004,807330,11
160004,807100,13
160004,805728,4
160004,805701,20
160004,805545,4
160004,803042,6
160004,803007,14
160004,802566,23
160004,802296,20
160004,801861,3
160004,909250,3
160004,905303,18
160004,818353,6
160004,816120,3
160004,814919,5
160004,814530,3
160004,813127,5
160004,812307,3
160004,811793,4
160004,811598,8
160004,811364,11
160004,811323,6
160004,811152,10
160004,810570,5
160004,810542,5
146426,931656,4
146426,911091,3
146426,910718,10
146426,910612,8
146426,821186,3
146426,818501,3
146426,818120,3
146426,817053,3
146426,816879,4
146426,816612,5
146426,813584,3
146426,810441,7
146426,810417,3
146426,809892,3
146426,809672,4
146426,809199,3
146426,808746,3
146426,805548,6
146426,804054,3
146426,803261,8
146426,801974,3
146426,801520,4
146426,27478,4
146426,21182,24
146426,18572,3
149456,911172,9
149456,910612,4
149456,816612,15
149456,813153,3
149456,810441,7
149456,809672,4
149456,809496,3
149456,807952,12
149456,806838,12
149456,804376,3
149456,804304,5
149456,803042,6
149456,802399,6
149456,801974,9
149456,800518,18
149456,342502,9
125942,904639,9
125942,817559,7
125942,812071,4
125942,810511,5
125942,809314,3
125942,808396,3
125942,807262,5
125942,806767,3
125942,801107,4
125942,34664,5
124505,902790,8
124505,821276,6
124505,816612,7
124505,814909,3
124505,810441,4
124505,809199,15
124505,808550,3
124505,806838,6
124505,806060,3
124505,805934,3
124505,805021,5
124505,804304,6
124505,803824,4
124505,803609,10
124505,803575,14
124505,802766,3
124505,802558,3
124505,802533,6
124505,802399,6
124505,802323,5
124505,801974,4
124505,801266,54
124505,800071,13
124505,21182,22
132009,21182,7
132009,11540,4
132009,911172,9
132009,904945,3
132009,816612,4
132009,813153,3
132009,811830,4
132009,810441,4
132009,809892,3
132009,809199,8
132009,809059,3
132009,807952,10
132009,806838,8
132009,805934,6
132009,805809,6
132009,804304,3
132009,803575,7
132009,803042,5
132009,802533,17
132009,802399,10
132009,801974,8
132009,801870,6
132009,801266,15
132009,801189,5
132009,800518,15
132009,800071,3
132009,800063,4
132009,342502,3
321904,903400,4
321904,815965,3
321904,811299,3
321904,807978,7
321904,807851,4
321904,804164,3
321904,803860,3
321904,802882,6
344330055,931656,4
344330055,910718,7
344330055,910612,8
344330055,818501,3
344330055,816879,3
344330055,803869,4
344330055,803261,4
344330055,801870,3
344330055,801138,3
