s,i,w
22341,12452,20
22341,12399,3
22341,12228,115
22341,12092,4
22341,11917,31
22341,10823,3
22498,40030,4
22498,26710,7
22498,25768,8
22498,25470,6
22498,22532,5
22498,22191,8
22498,21498,5
22498,20164,17
22498,18736,4
22498,18680,4
22498,18211,20
22498,17410,16
22498,17273,10
22498,16622,7
22498,16247,5
22498,15751,5
22498,15696,5
22498,15435,58
22498,15433,11
22498,15390,5
22498,14029,5
22498,14026,7
22498,13799,4
22498,13678,4
22498,13667,10
22498,13593,7
22498,13497,3
22498,13353,3
22498,13206,9
22498,12954,14
22498,12785,6
22498,12312,34
22498,11066,4
22498,10755,27
22498,10611,28
22573,163855,8
22573,159288,8
22573,159205,3
22573,26710,9
22573,26198,3
22573,25768,4
22573,25585,5
22573,24649,4
22573,23561,3
22573,23286,7
22573,22489,3
22573,22417,4
22573,22191,21
22573,20506,3
22573,20170,19
22573,18816,21
22573,18736,6
22573,17273,16
22573,16622,20
22573,16139,4
22573,15435,3
22573,15411,3
22573,14732,3
22573,14590,10
22573,14026,11
22573,13678,9
22573,13667,18
22573,13593,7
22573,13497,10
22573,13353,4
22573,13288,4
22573,13028,7
22573,12954,30
22573,12785,12
22573,12312,40
22573,10755,3
22573,10668,3
22573,10468,6
22802,166827,14
22802,154056,7
22802,40030,3
22802,25768,5
22802,25588,4
22802,25470,22
22802,23286,6
22802,22532,10
22802,22489,3
22802,21892,5
22802,21504,7
22802,21498,9
22802,20164,18
22802,18367,6
22802,18211,14
22802,17631,5
22802,17410,12
22802,16622,7
22802,16610,11
22802,16247,10
22802,15922,4
22802,15751,15
22802,15696,13
22802,15435,22
22802,15433,14
22802,13799,5
22802,13667,4
22802,13593,3
22802,13435,3
22802,13288,6
22802,13206,4
22802,12316,11
22802,12312,10
22802,10755,12
22802,10611,30
23352,164042,3
23352,159206,3
23352,157193,10
23352,154880,10
23352,153640,3
23352,45116,5
23352,29631,6
23352,28393,4
23352,27950,3
23352,24483,7
23352,24455,3
23352,22641,10
23352,22618,9
23352,22406,12
23352,22328,9
23352,22196,6
23352,20573,13
23352,20426,4
23352,20199,4
23352,19368,8
23352,19157,19
23352,19116,8
23352,19033,7
23352,18886,3
23352,18385,4
23352,18247,3
23352,17704,15
23352,17607,8
23352,16778,10
23352,16349,11
23352,16121,4
23352,15910,3
23352,15880,9
23352,15483,10
23352,14580,3
23352,13503,4
23352,13339,3
23352,13148,3
23352,12785,4
23352,12752,4
23352,11344,17
26237,169911,5
26237,164112,6
26237,164042,4
26237,159900,4
26237,159206,8
26237,156686,3
26237,154886,5
26237,154207,5
26237,29631,5
26237,29564,6
26237,28235,4
26237,27950,3
26237,25261,4
26237,23027,3
26237,21131,12
26237,20528,6
26237,20199,13
26237,18931,4
26237,15910,3
26237,15483,4
26237,15125,4
26237,14580,4
26237,13756,6
26237,13612,9
26237,13538,4
26237,13339,9
26237,13224,4
26237,13148,5
28199,157443,14
28199,37455,3
28199,25470,23
28199,21064,4
28199,17273,7
28199,15922,9
28199,15435,6
28199,14029,24
28199,13593,6
28199,13497,4
28199,12337,4
28199,12312,13
28199,11563,4
28199,10755,10
28199,10611,11
28199,10468,9
30797,174427,4
30797,164554,7
30797,159288,6
30797,102708,7
30797,102018,6
30797,30232,3
30797,29789,6
30797,29431,4
30797,29350,6
30797,28267,4
30797,25100,8
30797,25076,3
30797,24817,13
30797,24025,3
30797,23894,7
30797,22632,15
30797,21892,5
30797,21841,5
30797,21620,4
30797,20376,4
30797,19461,8
30797,19321,13
30797,18617,5
30797,18384,6
30797,18200,3
30797,17554,8
30797,17392,12
30797,15979,10
30797,15751,3
30797,15626,9
30797,15187,8
30797,14440,4
30797,14345,3
30797,14308,9
30797,11702,9
30797,11563,10
30797,10764,4
41742,174427,35
41742,166827,5
41742,164554,6
41742,159900,3
41742,155062,4
41742,154122,3
41742,103483,4
41742,102708,5
41742,102707,12
41742,28627,4
41742,28267,3
41742,28235,4
41742,26903,3
41742,26084,10
41742,25588,19
41742,25261,6
41742,25100,12
41742,24817,6
41742,24328,4
41742,24151,6
41742,24025,10
41742,23894,5
41742,23529,25
41742,23220,3
41742,23164,4
41742,22809,3
41742,22632,3
41742,22307,11
41742,22191,4
41742,21892,14
41742,21686,5
41742,21677,3
41742,21620,4
41742,21504,14
41742,20528,5
41742,20506,3
41742,20376,7
41742,20276,4
41742,20269,3
41742,20170,19
41742,19461,3
41742,19433,3
41742,18886,8
41742,18729,4
41742,18637,3
41742,18617,15
41742,18384,3
41742,18367,3
41742,17801,9
41742,17058,11
41742,16610,16
41742,16155,10
41742,15979,38
41742,15751,5
41742,15187,13
41742,15125,12
41742,14132,4
41742,13682,10
41742,13146,46
41742,12752,4
41742,12452,22
41742,12228,18
41742,11917,29
41742,10764,6
41932,163855,3
41932,162783,3
41932,154886,6
41932,154880,5
41932,153640,5
41932,40514,3
41932,24483,15
41932,23041,4
41932,22641,16
41932,22618,6
41932,22406,10
41932,22354,11
41932,22246,4
41932,21430,6
41932,20573,5
41932,20462,20
41932,20199,9
41932,20131,7
41932,20102,4
41932,19157,8
41932,19116,3
41932,18952,4
41932,18247,5
41932,16778,3
41932,16349,5
41932,16139,4
41932,15656,6
41932,14132,6
41932,14026,3
41932,12312,3
52515,163855,9
52515,159288,4
52515,152391,5
52515,40030,5
52515,37455,4
52515,26710,24
52515,26584,12
52515,26198,7
52515,25992,5
52515,25848,6
52515,25768,4
52515,25588,8
52515,25585,9
52515,24068,3
52515,23954,8
52515,23725,3
52515,23561,3
52515,23286,5
52515,22417,5
52515,22191,17
52515,21504,4
52515,20401,6
52515,20170,34
52515,18736,7
52515,18680,5
52515,17285,3
52515,17273,21
52515,16622,48
52515,16122,14
52515,15411,6
52515,15132,7
52515,14590,10
52515,14026,11
52515,13678,11
52515,13667,4
52515,13497,8
52515,13353,4
52515,13288,11
52515,12954,25
52515,12312,28
52515,12011,3
52515,11066,9
52515,10668,8
52515,10468,20
52515,10334,3
76604,174427,6
76604,164554,8
76604,163855,5
76604,159900,11
76604,159206,3
76604,156686,11
76604,154207,3
76604,153640,3
76604,152391,3
76604,103483,7
76604,29564,9
76604,28627,4
76604,28235,6
76604,26781,5
76604,26583,3
76604,26233,4
76604,25352,4
76604,25261,18
76604,25247,3
76604,25100,8
76604,24328,3
76604,23529,18
76604,22354,10
76604,21677,3
76604,21620,4
76604,21131,5
76604,20993,5
76604,20726,5
76604,20528,12
76604,20376,4
76604,20276,3
76604,20199,7
76604,20170,7
76604,19433,15
76604,18886,8
76604,18816,6
76604,18477,6
76604,17801,11
76604,17607,3
76604,17554,3
76604,17527,10
76604,17058,14
76604,16349,7
76604,16105,4
76604,15483,3
76604,15435,4
76604,15125,11
76604,14029,3
76604,13756,4
76604,13612,6
76604,13146,55
76604,12935,10
76604,12452,15
76604,12312,6
76604,11917,5
14967,155062,12
14967,153286,5
14967,31366,5
14967,26842,4
14967,21952,6
14967,20334,4
14967,20276,9
14967,19116,3
14967,18952,16
14967,18931,4
14967,18555,3
14967,17516,10
14967,13799,5
14967,13667,3
14967,13593,19
14967,13435,52
14967,13288,3
14967,13224,3
14967,12785,13
14967,12011,15
14967,10755,15
22555,40030,14
22555,26710,3
22555,25992,3
22555,25470,3
22555,24602,4
22555,23954,7
22555,22150,3
22555,21504,3
22555,20401,8
22555,19851,3
22555,19454,3
22555,19386,6
22555,19342,4
22555,17516,4
22555,17273,3
22555,17119,17
22555,16263,6
22555,16166,13
22555,15990,18
22555,15850,6
22555,15696,6
22555,14224,5
22555,14029,53
22555,13224,3
22555,12316,11
22555,12312,3
22555,12216,3
22555,12092,6
22555,11702,7
22555,10611,4
22555,10451,4
22555,10334,3
18193,100988,6
18193,26710,10
18193,26198,3
18193,25470,7
18193,22191,15
18193,20401,8
18193,17273,7
18193,16622,3
18193,16263,16
18193,16122,3
18193,15922,4
18193,15435,3
18193,15132,7
18193,14029,15
18193,13593,6
18193,13497,3
18193,13288,3
18193,12312,30
18193,10755,12
18193,10668,13
18193,10468,7
18903,163855,4
18903,159206,14
18903,156848,3
18903,156686,3
18903,154886,3
18903,154880,5
18903,154207,6
18903,32829,4
18903,30487,7
18903,28235,8
18903,25261,3
18903,25247,3
18903,24455,6
18903,24328,3
18903,22354,7
18903,21677,6
18903,21131,3
18903,20726,11
18903,20528,3
18903,18816,7
18903,18477,4
18903,16349,3
18903,15979,4
18903,15697,14
18903,15483,7
18903,14590,3
18903,13756,10
18903,13612,16
18903,13146,3
19948,159683,3
19948,159206,5
19948,157193,8
19948,156848,3
19948,154880,4
19948,45116,7
19948,29789,6
19948,29631,3
19948,22618,11
19948,22406,5
19948,22307,3
19948,20334,5
19948,20276,10
19948,20170,11
19948,20133,4
19948,19433,4
19948,19368,7
19948,18886,3
19948,18816,10
19948,18729,10
19948,18514,3
19948,18385,7
19948,18247,8
19948,15880,5
19948,15483,18
19948,15125,5
19948,14580,4
19948,13661,3
19948,13573,7
19948,12785,8
20541,159900,5
20541,159206,6
20541,154880,5
20541,154207,3
20541,152682,4
20541,32829,5
20541,30487,6
20541,30232,3
20541,29564,3
20541,28235,9
20541,26781,5
20541,26583,7
20541,25261,7
20541,25247,3
20541,22354,3
20541,21677,6
20541,20726,5
20541,20170,3
20541,18816,3
20541,18477,6
20541,17855,8
20541,17801,6
20541,17527,14
20541,15697,14
20541,15483,7
20541,14590,5
20541,13756,17
20541,13612,18
20541,13339,3
20541,13146,9
31032,164042,3
31032,159206,8
31032,157193,7
31032,156686,6
31032,154880,3
31032,154207,3
31032,153640,5
31032,102708,3
31032,45116,5
31032,29789,3
31032,29631,7
31032,29564,3
31032,28393,10
31032,28235,3
31032,27950,4
31032,24455,3
31032,22354,4
31032,22328,4
31032,21726,3
31032,21677,4
31032,20993,5
31032,20573,4
31032,20426,6
31032,20199,9
31032,20133,4
31032,19433,3
31032,19368,4
31032,19157,9
31032,19116,3
31032,19033,7
31032,18886,5
31032,18816,9
31032,18514,3
31032,18385,4
31032,18247,6
31032,17704,15
31032,17607,15
31032,16778,9
31032,16349,8
31032,16121,6
31032,15483,6
31032,15125,3
31032,14580,5
31032,13756,3
31032,13503,11
31032,13339,3
31032,13146,4
31032,11344,7
31032,10764,4
102017,163855,3
102017,159900,3
102017,157193,14
102017,154207,6
102017,103483,11
102017,45116,5
102017,29631,5
102017,28393,10
102017,27950,14
102017,26583,3
102017,25261,5
102017,24455,4
102017,24328,6
102017,23894,5
102017,23529,5
102017,22307,4
102017,21600,3
102017,20573,6
102017,20334,7
102017,19433,6
102017,19116,5
102017,18886,4
102017,18816,13
102017,18385,4
102017,17801,3
102017,17704,8
102017,17527,6
102017,16778,8
102017,16349,7
102017,16121,9
102017,15483,8
102017,15435,4
102017,15125,6
102017,14029,3
102017,13573,3
102017,13503,3
102017,13146,12
102017,12785,3
102017,12752,3
102017,12452,4
102017,11344,4
102017,10764,10
53181849341,164554,8
53181849341,163855,8
53181849341,159900,8
53181849341,159288,3
53181849341,152391,12
53181849341,103483,8
53181849341,102942,4
53181849341,36128,9
53181849341,30232,4
53181849341,30035,3
53181849341,29817,10
53181849341,28684,5
53181849341,28235,3
53181849341,27395,11
53181849341,26781,11
53181849341,26584,3
53181849341,26414,14
53181849341,26304,9
53181849341,26295,3
53181849341,25588,3
53181849341,25585,5
53181849341,25261,6
53181849341,25247,8
53181849341,25100,3
53181849341,25076,3
53181849341,24328,7
53181849341,23767,4
53181849341,23529,6
53181849341,23286,4
53181849341,23164,13
53181849341,22191,7
53181849341,20726,3
53181849341,20528,8
53181849341,20199,4
53181849341,20170,49
53181849341,19606,6
53181849341,18617,3
53181849341,18232,3
53181849341,17801,18
53181849341,17527,15
53181849341,17273,4
53181849341,17058,3
53181849341,16610,5
53181849341,16512,3
53181849341,15697,9
53181849341,15125,4
53181849341,14632,13
53181849341,14590,3
53181849341,14029,4
53181849341,13756,3
53181849341,13612,5
53181849341,13497,3
53181849341,13146,27
53181849341,12935,10
53181849341,12452,7
53181849341,12228,8
53181849341,12092,3
53181849341,11026,7
53181849341,10823,9
23850,163855,5
23850,159205,15
23850,30487,3
23850,26295,4
23850,25992,3
23850,25585,5
23850,23115,3
23850,20170,3
23850,19454,4
23850,18736,7
23850,15697,4
23850,15132,3
23850,14590,10
23850,12954,11
23850,12312,14
23850,10699,15
23850,10668,3
23850,10632,3
23850,10468,6
23850,10294,3
27763,166827,4
27763,156686,3
27763,102018,3
27763,30748,4
27763,24817,4
27763,24241,4
27763,24151,5
27763,24025,5
27763,23894,8
27763,22632,9
27763,21892,6
27763,21686,12
27763,21498,6
27763,20506,3
27763,20462,3
27763,20376,3
27763,19461,3
27763,19321,5
27763,19226,7
27763,18637,3
27763,18617,4
27763,18384,5
27763,18367,5
27763,17421,3
27763,17410,6
27763,17392,4
27763,15751,8
27763,15696,3
27763,15626,6
27763,15433,12
27763,14308,10
27763,11702,3
27763,11563,4
27763,10764,32
177539,174427,12
177539,164554,7
177539,164112,3
177539,159900,6
177539,154996,20
177539,154207,4
177539,152391,13
177539,103483,12
177539,30232,4
177539,30035,4
177539,29817,12
177539,29564,3
177539,28684,3
177539,28627,14
177539,28235,5
177539,27395,6
177539,26781,3
177539,26304,9
177539,25588,6
177539,25261,11
177539,24328,13
177539,23767,6
177539,23529,17
177539,23286,3
177539,23164,12
177539,22417,4
177539,22191,6
177539,21686,3
177539,21620,4
177539,21504,5
177539,20993,8
177539,20528,15
177539,20376,3
177539,20170,26
177539,19606,3
177539,18617,4
177539,18232,3
177539,17801,9
177539,17535,7
177539,17527,6
177539,17058,8
177539,16610,14
177539,16512,5
177539,16155,4
177539,15697,11
177539,15125,4
177539,14632,12
177539,13146,43
177539,12935,7
177539,12452,18
177539,12312,3
177539,12228,50
177539,11917,13
177539,11026,8
177539,10823,3
30491,174427,4
30491,167360,7
30491,166827,16
30491,155062,7
30491,154122,5
30491,102707,12
30491,101025,3
30491,29350,6
30491,28267,7
30491,26903,4
30491,25768,5
30491,25588,11
30491,25219,3
30491,25100,10
30491,24817,16
30491,24702,4
30491,24241,7
30491,24151,5
30491,24025,13
30491,23894,9
30491,23767,4
30491,23529,9
30491,23022,6
30491,22632,28
30491,22532,7
30491,21892,12
30491,21686,16
30491,21677,3
30491,21504,19
30491,20506,21
30491,20376,4
30491,20170,21
30491,19321,13
30491,18931,4
30491,18886,11
30491,18637,14
30491,18617,9
30491,18435,7
30491,18384,7
30491,18367,16
30491,17554,6
30491,17421,4
30491,17410,4
30491,17058,3
30491,16610,19
30491,16155,4
30491,15979,13
30491,15751,22
30491,15626,12
30491,15433,4
30491,15125,3
30491,13146,8
30491,12752,6
30491,12469,8
30491,12228,4
30491,11917,8
30491,10823,3
30491,10764,25
23808,174427,4
23808,164554,7
23808,159900,8
23808,159206,5
23808,157193,11
23808,156848,6
23808,154880,7
23808,154207,7
23808,154122,3
23808,103483,4
23808,29564,9
23808,28393,5
23808,28235,8
23808,27950,18
23808,26781,5
23808,26583,4
23808,26233,3
23808,25261,16
23808,24402,3
23808,23529,8
23808,22354,6
23808,22307,3
23808,21677,11
23808,21131,6
23808,20993,5
23808,20528,10
23808,20426,3
23808,20199,3
23808,20170,9
23808,20133,4
23808,19433,20
23808,18886,3
23808,18816,19
23808,18477,4
23808,18385,4
23808,17801,14
23808,17607,7
23808,17527,16
23808,17058,5
23808,15483,3
23808,15435,3
23808,15125,15
23808,13756,17
23808,13612,3
23808,13146,34
23808,12935,8
23808,12752,3
23808,12452,3
23808,12312,4
23808,11917,6
