s,i,w
16403,14639,12
16403,13872,10
16403,13496,3
16403,13220,3
16403,13126,3
16403,12906,4
16403,12591,8
16403,12562,19
16403,10132,8
16835,171422,15
16835,156607,6
16835,102677,12
16835,28719,10
16835,22705,9
16835,21644,8
16835,20388,3
16835,17508,7
16835,14639,5
16835,13872,9
16835,13667,3
16835,13220,6
16835,12906,3
16835,12840,28
20549,171422,4
20549,28106,3
20549,22705,9
20549,16606,7
20549,14639,7
20549,13872,7
20549,13587,3
20549,13496,6
20549,13126,5
20549,11040,8
20549,10132,17
30598,154599,3
30598,29571,9
30598,27187,24
30598,20375,3
30598,13587,19
30598,13496,3
30598,13109,6
30598,11040,3
30598,10510,5
37008,171422,31
37008,159210,3
37008,157694,5
37008,154219,9
37008,152857,3
37008,29571,3
37008,24664,4
37008,23825,6
37008,23128,4
37008,22731,14
37008,22705,17
37008,22080,4
37008,21627,5
37008,21208,4
37008,21164,3
37008,20677,3
37008,20388,6
37008,19559,4
37008,17508,3
37008,17497,11
37008,16455,3
37008,13678,3
37008,13496,3
37008,13381,5
37008,13353,5
37008,13220,15
37008,13109,20
37008,12906,13
37008,12842,3
37008,11040,23
37008,10366,9
37008,10132,12
37008,10073,16
37976,154109,4
37976,22881,6
37976,22705,3
37976,20519,6
37976,19036,3
37976,18895,6
37976,18640,4
37976,17108,9
37976,16606,3
37976,14403,20
37976,14345,4
37976,13872,19
37976,13496,9
37976,13381,14
37976,12840,4
37976,12591,12
37976,12562,15
16498,156274,13
16498,152815,11
16498,28826,3
16498,28331,7
16498,22301,4
16498,21873,8
16498,21713,3
16498,20770,6
16498,20676,4
16498,18666,11
16498,17811,3
16498,13496,4
16498,12562,3
16799,27187,7
16799,19310,7
16799,19303,5
16799,14479,16
16799,13587,8
16799,13496,4
16799,13377,3
16799,12562,10
16799,11040,15
16799,10667,3
16799,10510,3
16799,10132,12
21292,171422,3
21292,159065,3
21292,102678,3
21292,22705,14
21292,21573,3
21292,20677,4
21292,19310,9
21292,18247,5
21292,13872,10
21292,13587,20
21292,13497,6
21292,13496,8
21292,13381,21
21292,13377,18
21292,13353,10
21292,13220,6
21292,12906,7
21292,12591,3
21292,11040,32
21292,10667,3
21292,10132,50
46529,166263,3
46529,102678,6
46529,22967,3
46529,22705,13
46529,21573,3
46529,16606,4
46529,14639,5
46529,13872,7
46529,13678,3
46529,13587,10
46529,13497,3
46529,13496,5
46529,13381,4
46529,13377,3
46529,13353,4
46529,13028,4
46529,12906,5
46529,12591,3
46529,11040,23
46529,10132,56
21151,156607,8
21151,28719,3
21151,22705,8
21151,20490,4
21151,19589,4
21151,19310,6
21151,18895,17
21151,17108,3
21151,14639,4
21151,14403,16
21151,13872,12
21151,13667,6
21151,13381,3
21151,13220,9
21151,13126,3
21151,13028,6
21151,12840,18
21151,12591,3
21151,12562,10
21151,11040,9
21151,10177,10
21151,10132,19
18106,166261,4
18106,35511,3
18106,27966,6
18106,27187,3
18106,21573,5
18106,17943,3
18106,16630,12
18106,16152,10
18106,15744,3
18106,13290,16
11739,153286,20
11739,27161,4
11739,24356,5
11739,23571,4
11739,21627,4
11739,21418,3
11739,21251,8
11739,21064,9
11739,20462,3
11739,20149,3
11739,20027,9
11739,18952,10
11739,17508,3
11739,16185,10
11739,14224,3
11739,13678,6
11739,13435,22
11739,13266,4
11739,13224,4
11739,13028,3
11739,12469,3
11739,12312,18
11739,10755,42
11739,10699,11
11739,10170,23
11739,10105,24
16625,155062,4
16625,153640,5
16625,28429,3
16625,27485,5
16625,27161,17
16625,25219,5
16625,24241,3
16625,21830,11
16625,18680,7
16625,15390,5
16625,13678,4
16625,13435,38
16625,13288,5
16625,13266,10
16625,12337,3
16625,12011,19
16625,10755,47
16693,159288,6
16693,154880,8
16693,102942,3
16693,34902,4
16693,30487,3
16693,25247,3
16693,22246,3
16693,22078,14
16693,21677,5
16693,20726,6
16693,20691,7
16693,20462,7
16693,17855,7
16693,17801,3
16693,17058,7
16693,16122,4
16693,15697,27
16693,14590,10
16693,13612,15
16693,11563,11
16693,10823,3
16693,10699,6
17436,40030,4
17436,26710,3
17436,25517,6
17436,23954,6
17436,23265,4
17436,22191,11
17436,19851,4
17436,19386,15
17436,18573,4
17436,17273,3
17436,16263,10
17436,14224,6
17436,13435,4
17436,12312,19
17436,12216,4
17436,11563,6
17436,10755,4
17436,10451,3
28662,169911,4
28662,156686,4
28662,154996,16
28662,103483,3
28662,102708,9
28662,29817,5
28662,28585,3
28662,28551,7
28662,28267,5
28662,26304,14
28662,25247,4
28662,23771,6
28662,23164,3
28662,21620,5
28662,20993,10
28662,20376,3
28662,17535,18
28662,17058,5
28662,16783,3
28662,16155,3
28662,15697,5
28662,14590,3
28662,12228,30
28662,10699,3
12620,159085,3
12620,100784,6
12620,27665,12
12620,27244,5
12620,27203,3
12620,25192,3
12620,19915,15
12620,19454,11
12620,15449,8
12620,15132,20
12620,14590,32
12620,14026,5
12620,13028,4
12620,12954,12
12620,12312,23
12620,10699,18
12620,10668,11
12620,10632,10
12620,10468,10
12751,157726,5
12751,155062,4
12751,100988,6
12751,24602,5
12751,24356,3
12751,23571,7
12751,22191,9
12751,21418,8
12751,21251,3
12751,21208,5
12751,21164,9
12751,21064,3
12751,20149,6
12751,19851,13
12751,19386,3
12751,17273,5
12751,16185,15
12751,14740,7
12751,14224,3
12751,13497,4
12751,13435,12
12751,13224,3
12751,13206,4
12751,13028,3
12751,12469,12
12751,12312,18
12751,12011,3
12751,10755,16
12751,10468,3
12751,10170,9
12751,10105,22
12923,174427,3
12923,103483,5
12923,102708,3
12923,30748,6
12923,28267,6
12923,24151,6
12923,23894,10
12923,21620,3
12923,18931,5
12923,18617,7
12923,15979,15
12923,14308,11
12923,14224,3
12923,13682,5
12923,11563,3
12923,10764,20
12966,102942,6
12966,100988,4
12966,27161,5
12966,26374,3
12966,25897,5
12966,25012,3
12966,24602,10
12966,22191,5
12966,21418,3
12966,21164,3
12966,20149,5
12966,20131,3
12966,19851,12
12966,17273,3
12966,16185,5
12966,15132,9
12966,13678,3
12966,13377,3
12966,13288,9
12966,13266,7
12966,12785,3
12966,12312,40
12966,10755,40
12966,10699,13
12966,10668,11
12966,10632,11
12966,10468,3
12966,10170,18
12966,10105,30
12982,158944,3
12982,153199,20
12982,27161,3
12982,25897,4
12982,25051,4
12982,22947,4
12982,22388,28
12982,20462,34
12982,20027,3
12982,18952,4
12982,18816,13
12982,15092,5
12982,14729,9
12982,14132,11
12982,13497,4
12982,13266,3
12982,12312,9
12982,10755,7
12982,10699,31
12982,10632,17
12982,10170,17
12982,10105,4
13487,157726,3
13487,155062,9
13487,100988,4
13487,26710,3
13487,26091,3
13487,25012,6
13487,24856,3
13487,23265,6
13487,22191,19
13487,21208,3
13487,21164,3
13487,21064,5
13487,20149,4
13487,19851,22
13487,19386,4
13487,17273,6
13487,16185,4
13487,14936,6
13487,14740,3
13487,14224,9
13487,13435,20
13487,13288,11
13487,13224,5
13487,12312,15
13487,11563,4
13487,10755,20
13487,10468,3
13487,10170,3
13958,155062,10
13958,100988,4
13958,26710,6
13958,25012,5
13958,24602,3
13958,23265,11
13958,22191,4
13958,21929,5
13958,21208,3
13958,19851,15
13958,19386,14
13958,18573,3
13958,17273,6
13958,16185,7
13958,15092,3
13958,14740,3
13958,14132,3
13958,14026,9
13958,13435,11
13958,13288,11
13958,13224,8
13958,12785,3
13958,12312,3
13958,12216,5
13958,12011,5
13958,11563,4
13958,11111,3
13958,10755,13
13958,10699,6
13958,10170,7
13997,163217,5
13997,157726,9
13997,155062,3
13997,27244,3
13997,26710,7
13997,26374,3
13997,25012,3
13997,24602,3
13997,23954,4
13997,23561,3
13997,23265,5
13997,22578,9
13997,22191,11
13997,21208,4
13997,20691,3
13997,19851,9
13997,17516,5
13997,17273,3
13997,16263,6
13997,16185,6
13997,15449,3
13997,15132,13
13997,13288,18
13997,13266,3
13997,13224,3
13997,12312,35
13997,11563,3
13997,10755,36
13997,10699,3
13997,10468,6
13997,10170,10
13997,10105,11
14619,159728,3
14619,157443,4
14619,27161,4
14619,22947,3
14619,21064,9
14619,20462,4
14619,20027,11
14619,14026,3
14619,13678,5
14619,13377,3
14619,13353,5
14619,12785,8
14619,12312,29
14619,12011,4
14619,10755,23
14710,156686,5
14710,24151,8
14710,18617,5
14710,17392,6
14710,16155,4
14710,15979,5
14710,12228,3
14710,11563,12
14710,10764,6
15146,164042,10
15146,159206,7
15146,157193,4
15146,153640,4
15146,45116,10
15146,28393,3
15146,22328,12
15146,20426,7
15146,20133,7
15146,19368,10
15146,19116,5
15146,19033,14
15146,18385,3
15146,17704,5
15146,17607,8
15224,174427,7
15224,169911,5
15224,164112,6
15224,103483,3
15224,102708,3
15224,102707,3
15224,102624,5
15224,30232,5
15224,28585,4
15224,28267,4
15224,20993,5
15224,20726,5
15224,17855,5
15224,17801,3
15224,17535,18
15224,17392,4
15224,17058,5
15224,16783,3
15224,16155,19
15224,15979,3
15224,15697,16
15224,14590,3
15224,14308,4
15224,14224,3
15224,13986,4
15224,13612,4
15224,13538,8
15224,11563,3
15224,10823,4
15377,27665,3
15377,26414,8
15377,25192,3
15377,19915,7
15377,17127,3
15377,15697,4
15377,15449,6
15377,15132,9
15377,14590,35
15377,12954,7
15377,12312,11
15377,11563,6
15377,10668,8
15377,10468,4
15377,10294,3
15876,29431,3
15876,29350,8
15876,28267,10
15876,27575,3
15876,26358,3
15876,24151,7
15876,23894,5
15876,23767,3
15876,20376,4
15876,18617,4
15876,17392,8
15876,14308,8
15876,12228,4
15876,11563,13
15876,10823,3
15876,10764,12
16095,158944,7
16095,153199,15
16095,152857,5
16095,100784,8
16095,27161,9
16095,26842,6
16095,25051,22
16095,24356,12
16095,23571,4
16095,23027,3
16095,22947,12
16095,22388,9
16095,21064,6
16095,20462,8
16095,18816,9
16095,17516,3
16095,17127,12
16095,16139,13
16095,15656,3
16095,14729,18
16095,14026,3
16095,13678,14
16095,13266,20
16095,13206,5
16095,12785,19
16095,12312,12
16095,12011,10
16095,11344,3
16095,10755,32
16095,10170,18
16095,10105,3
16233,164554,3
16233,164112,3
16233,159288,9
16233,154886,8
16233,152682,5
16233,29564,4
16233,28585,4
16233,28267,3
16233,27950,9
16233,26781,6
16233,25247,3
16233,21677,6
16233,21131,5
16233,20993,7
16233,20726,4
16233,20170,3
16233,17855,6
16233,17801,3
16233,17058,3
16233,15697,26
16233,14590,19
16233,13756,15
16233,13612,26
16233,13339,4
16233,11563,4
16377,159085,5
16377,158944,3
16377,23027,6
16377,22947,4
16377,22618,3
16377,22388,4
16377,20462,11
16377,20131,10
16377,18816,6
16377,14590,4
16377,14132,3
16377,13678,5
16377,13497,6
16377,12954,3
16377,12312,11
16377,10755,6
16689,157517,3
16689,154996,11
16689,103483,6
16689,36128,5
16689,29817,9
16689,28684,3
16689,28267,9
16689,26304,16
16689,25585,4
16689,24895,6
16689,24151,12
16689,23894,3
16689,23164,4
16689,21620,6
16689,20993,4
16689,20376,3
16689,20170,19
16689,19454,6
16689,18617,4
16689,17058,4
16689,16694,3
16689,15411,3
16689,13146,8
16689,12935,3
16689,12228,48
16689,12092,10
16689,11563,3
16689,10823,4
16689,10764,5
16689,10699,3
16766,153640,4
16766,40030,11
16766,37455,18
16766,29419,3
16766,27485,16
16766,27161,19
16766,25051,3
16766,23571,4
16766,23286,3
16766,22191,3
16766,21830,4
16766,20462,8
16766,20149,5
16766,19606,9
16766,18680,38
16766,17516,4
16766,15390,4
16766,14590,3
16766,13435,18
16766,13288,17
16766,13266,25
16766,13206,19
16766,13028,3
16766,12954,3
16766,12011,10
16766,10755,83
18185,163217,3
18185,153199,6
18185,152857,5
18185,100784,6
18185,36880,3
18185,27161,12
18185,25897,7
18185,25051,4
18185,24356,5
18185,23612,4
18185,23571,6
18185,23115,7
18185,23041,3
18185,22388,5
18185,22191,3
18185,20462,8
18185,20149,11
18185,20131,3
18185,18952,5
18185,17516,3
18185,17273,3
18185,17127,9
18185,16139,6
18185,15092,4
18185,14740,15
18185,14729,4
18185,14590,3
18185,13678,11
18185,13496,3
18185,13377,3
18185,13353,9
18185,13290,4
18185,13288,7
18185,13266,15
18185,13206,16
18185,13028,3
18185,12954,3
18185,12785,11
18185,12312,48
18185,12011,13
18185,10755,30
18185,10668,3
18185,10632,4
18185,10468,4
18185,10170,20
18185,10105,6
18610,23571,9
18610,22618,3
18610,22388,7
18610,20462,11
18610,20131,3
18610,18816,9
18610,18247,6
18610,17516,4
18610,14729,3
18610,14132,3
18610,13678,3
18610,13266,4
18610,12785,16
18610,12312,13
18610,11344,3
18610,10699,26
18610,10632,8
18610,10170,3
18735,24151,7
18735,21303,4
18735,18701,4
18735,16783,3
18735,16263,8
18735,13288,3
18735,13224,3
18735,11563,13
18735,10451,3
18930,152857,3
18930,26710,4
18930,26414,5
18930,26295,3
18930,25192,4
18930,23041,4
18930,22191,12
18930,17285,3
18930,16783,4
18930,16263,6
18930,16122,7
18930,15922,7
18930,15132,18
18930,14590,4
18930,13678,3
18930,13288,9
18930,12954,5
18930,12312,32
18930,10755,5
18930,10668,17
18930,10468,7
19041,27161,6
19041,20149,5
19041,18680,3
19041,15390,5
19041,13678,3
19041,13353,8
19041,13206,5
19041,12954,13
19041,12785,8
19041,12337,8
19041,12312,7
19041,12011,13
19041,10755,36
19958,155683,7
19958,155062,3
19958,31366,3
19958,26903,9
19958,23286,6
19958,20170,3
19958,18573,11
19958,15390,6
19958,13872,5
19958,13667,7
19958,13435,50
19958,13266,7
19958,13028,22
19958,12785,10
19958,12337,6
19958,12312,16
19958,12011,5
19958,10755,26
19965,28915,5
19965,27244,3
19965,26414,3
19965,25192,4
19965,22191,3
19965,17855,3
19965,17127,5
19965,16263,3
19965,16122,7
19965,15132,9
19965,14590,12
19965,12312,13
19965,11563,5
19965,10668,5
19965,10632,3
19965,10334,3
20352,40030,3
20352,26710,5
20352,25897,4
20352,25585,5
20352,25192,6
20352,24281,4
20352,23954,3
20352,22191,14
20352,20170,7
20352,19851,5
20352,19454,13
20352,17273,39
20352,16263,15
20352,16168,12
20352,16122,19
20352,15132,6
20352,15092,6
20352,13667,3
20352,13288,9
20352,13224,3
20352,13028,5
20352,12954,8
20352,12312,98
20352,12092,5
20352,10755,7
20352,10668,12
20352,10468,14
20550,154996,8
20550,152682,9
20550,102708,3
20550,30487,8
20550,28915,4
20550,28684,5
20550,28585,3
20550,28551,4
20550,26781,4
20550,26414,3
20550,26304,3
20550,25247,4
20550,24895,4
20550,23164,3
20550,20726,5
20550,17801,6
20550,17535,4
20550,17058,4
20550,16783,3
20550,15697,39
20550,15132,7
20550,14590,6
20550,13612,17
20550,11563,11
20550,10823,29
20550,10699,3
20550,10294,3
20862,164042,4
20862,153994,3
20862,24151,5
20862,21830,5
20862,20133,3
20862,19675,13
20862,19517,12
20862,18886,4
20862,18385,3
20862,17715,9
20862,17704,5
20862,17633,3
20862,16531,8
20862,15979,14
20862,14379,3
20862,13682,6
20862,12752,7
20862,12112,3
20862,10764,17
20870,157443,3
20870,155683,3
20870,155062,4
20870,40030,4
20870,31366,5
20870,27161,4
20870,26903,8
20870,26053,3
20870,23658,3
20870,23286,4
20870,20170,24
20870,17273,4
20870,15922,5
20870,15390,4
20870,14740,6
20870,14559,3
20870,13667,12
20870,13435,38
20870,13288,11
20870,13266,9
20870,13028,15
20870,12785,10
20870,12337,3
20870,12312,10
20870,12011,4
20870,10755,6
21766,159288,4
21766,152857,4
21766,27161,6
21766,26710,9
21766,25585,3
21766,23286,8
21766,22191,13
21766,20170,5
21766,19851,5
21766,18816,13
21766,17516,7
21766,17273,12
21766,17127,6
21766,16139,5
21766,14740,5
21766,14590,5
21766,14559,3
21766,13667,6
21766,13435,4
21766,13353,11
21766,13288,5
21766,13206,6
21766,13028,7
21766,12954,10
21766,12785,24
21766,12312,80
21766,12011,6
21766,10755,16
21766,10468,14
21766,10170,6
22615,159085,3
22615,152681,4
22615,100988,4
22615,40030,4
22615,36128,7
22615,28684,3
22615,28551,4
22615,26710,6
22615,26414,4
22615,26295,3
22615,25192,8
22615,25012,3
22615,23954,11
22615,22191,6
22615,20170,8
22615,19915,5
22615,19851,8
22615,19454,15
22615,17855,5
22615,17516,4
22615,17273,14
22615,16263,20
22615,16168,14
22615,16122,27
22615,14740,4
22615,14590,6
22615,14224,4
22615,14026,5
22615,13288,8
22615,13028,3
22615,12312,64
22615,12092,13
22615,10668,11
22615,10468,8
22615,10451,3
22615,10334,4
23584,27485,3
23584,16263,3
23584,11563,9
24820,164042,3
24820,153640,4
24820,103483,3
24820,29631,3
24820,24151,7
24820,23894,11
24820,20376,3
24820,19675,6
24820,19517,5
24820,18886,3
24820,18617,8
24820,17704,4
24820,15979,11
24820,14308,4
24820,13986,3
24820,13682,7
24820,12752,6
24820,11917,3
24820,10764,12
25240,159067,11
25240,158710,7
25240,28915,3
25240,27665,9
25240,27244,3
25240,27203,5
25240,25897,9
25240,22388,3
25240,22080,4
25240,20462,14
25240,19915,5
25240,19454,5
25240,18105,4
25240,15449,5
25240,15132,7
25240,14590,25
25240,14026,3
25240,13288,7
25240,12954,8
25240,12785,6
25240,12312,13
25240,10755,3
25240,10699,31
25240,10668,9
25240,10632,16
25240,10468,8
25240,10170,8
25500,155683,7
25500,26710,3
25500,23115,3
25500,22191,3
25500,17273,3
25500,15656,3
25500,15132,9
25500,14026,4
25500,13678,3
25500,13353,4
25500,13288,3
25500,12954,11
25500,12785,5
25500,12312,23
25500,12011,3
25500,10755,7
25500,10668,5
25500,10468,4
25666,153286,4
25666,100988,3
25666,27203,5
25666,24602,5
25666,23571,4
25666,22578,3
25666,21251,5
25666,21064,6
25666,20462,13
25666,20027,3
25666,18952,4
25666,17516,4
25666,14132,3
25666,13377,6
25666,13288,6
25666,13266,5
25666,13206,9
25666,12312,22
25666,10755,31
25666,10699,18
25666,10668,4
25666,10632,12
25666,10170,20
25666,10105,33
25975,159085,3
25975,28915,3
25975,27244,6
25975,25192,5
25975,20269,4
25975,20170,8
25975,17273,3
25975,14590,8
25975,14026,7
25975,12954,7
25975,12785,4
25975,12312,28
25975,11026,3
25975,10668,10
25975,10468,10
26134,164112,3
26134,164042,9
26134,157193,6
26134,153994,5
26134,153640,3
26134,102707,3
26134,102624,5
26134,28393,6
26134,28267,4
26134,21131,5
26134,20426,4
26134,20276,3
26134,20133,5
26134,19675,6
26134,19116,9
26134,19033,4
26134,18886,6
26134,18385,6
26134,17715,10
26134,17607,6
26134,13538,12
26134,13339,3
26134,12752,8
26134,10764,5
26428,159288,4
26428,153286,5
26428,152682,3
26428,102942,8
26428,30232,5
26428,29564,4
26428,28551,5
26428,27950,4
26428,25247,6
26428,25192,6
26428,22246,8
26428,22078,5
26428,21677,8
26428,21600,11
26428,21430,5
26428,20726,3
26428,20691,3
26428,20462,35
26428,20426,4
26428,20269,5
26428,20131,4
26428,19915,5
26428,18952,3
26428,17855,5
26428,17801,7
26428,17535,3
26428,16122,6
26428,15697,32
26428,14590,15
26428,14026,6
26428,13612,26
26428,12954,14
26428,11563,3
26428,10699,3
26689,157443,3
26689,27161,8
26689,24356,5
26689,21418,9
26689,21064,9
26689,20027,7
26689,18573,9
26689,15922,3
26689,15390,3
26689,13266,7
26689,12337,3
26689,12312,18
26689,12011,5
26689,10755,28
26935,174427,6
26935,169911,4
26935,164112,7
26935,156686,4
26935,154122,3
26935,102707,7
26935,102624,4
26935,29631,4
26935,28267,10
26935,24142,5
26935,21620,8
26935,20993,4
26935,17392,5
26935,16155,10
26935,15979,4
26935,13986,6
26935,13538,5
26935,11917,7
26935,10764,3
26975,154670,3
26975,25219,4
26975,19116,3
26975,18617,3
26975,17633,3
26975,16531,8
26975,15880,5
26975,14379,4
26975,10764,35
27312,174427,11
27312,169911,3
27312,164112,18
27312,156686,4
27312,154122,3
27312,102707,9
27312,102624,6
27312,28585,7
27312,21620,13
27312,20993,6
27312,20726,4
27312,17801,4
27312,17535,4
27312,17058,4
27312,16155,7
27312,15697,9
27312,14590,12
27312,13986,3
27312,13756,5
27312,13538,7
27312,13224,5
27312,11917,4
27840,30748,3
27840,24843,3
27840,24151,3
27840,23220,4
27840,20376,4
27840,19675,4
27840,19517,4
27840,18617,4
27840,17633,5
27840,15979,5
27840,14308,5
27840,10764,38
28934,174427,11
28934,169911,3
28934,164554,3
28934,164112,9
28934,102624,4
28934,24142,5
28934,22809,6
28934,21677,6
28934,21620,10
28934,20993,6
28934,20726,5
28934,17855,4
28934,17535,10
28934,17392,10
28934,17058,3
28934,16155,11
28934,15979,10
28934,15697,12
28934,15092,3
28934,14590,5
28934,14308,12
28934,14224,4
28934,13986,5
28934,13682,9
28934,13612,3
28934,11917,10
28934,10764,5
31825,164112,6
31825,162958,4
31825,159288,3
31825,103483,5
31825,102942,5
31825,29564,13
31825,27950,3
31825,26781,4
31825,25247,5
31825,21677,6
31825,21600,8
31825,21131,4
31825,20726,3
31825,20691,5
31825,17801,3
31825,17535,19
31825,17058,5
31825,15697,39
31825,14590,3
31825,13756,4
31825,13612,7
31825,13146,5
31825,10764,3
32250,164112,3
32250,164042,16
32250,153994,10
32250,102624,5
32250,45116,4
32250,29631,9
32250,23220,4
32250,21620,6
32250,21131,6
32250,20993,4
32250,20133,6
32250,15979,3
32250,13986,3
32250,13612,3
32250,13538,6
32250,11917,5
32250,10764,5
32484,174427,4
32484,164112,8
32484,164042,7
32484,153994,7
32484,102707,5
32484,102624,7
32484,28393,7
32484,28267,3
32484,24142,8
32484,23894,3
32484,21620,6
32484,20993,3
32484,20726,5
32484,20133,5
32484,19675,4
32484,19517,3
32484,18886,5
32484,18385,3
32484,16783,4
32484,16155,5
32484,15979,8
32484,13986,6
32484,13682,7
32484,12752,3
32484,11917,7
32624,153199,5
32624,100784,8
32624,28291,3
32624,26842,7
32624,25532,9
32624,25051,3
32624,23571,5
32624,23041,4
32624,23027,5
32624,22947,8
32624,22388,5
32624,21418,6
32624,21064,3
32624,20462,23
32624,18816,9
32624,18247,3
32624,17127,4
32624,16139,3
32624,15656,3
32624,14132,4
32624,13678,8
32624,13353,4
32624,12785,18
32624,12312,7
32624,10699,13
32624,10468,4
32624,10170,9
34017,164554,4
34017,157517,7
34017,103483,5
34017,102708,3
34017,29431,4
34017,29350,10
34017,28267,3
34017,24151,4
34017,23894,6
34017,23767,5
34017,22809,3
34017,21620,6
34017,20376,6
34017,18617,6
34017,17392,12
34017,16155,9
34017,15979,8
34017,14308,5
34017,12228,8
34017,11563,9
34017,10823,4
34017,10764,8
37815,100784,3
37815,23027,7
37815,22618,6
37815,22388,3
37815,20462,8
37815,14590,17
37815,12954,5
37815,12785,6
37815,12312,7
37815,10699,7
38662,164042,10
38662,158944,3
38662,102942,13
38662,102707,4
38662,22246,4
38662,21131,8
38662,20426,15
38662,20133,9
38662,19368,3
38662,18886,3
38678,26710,3
38678,24281,3
38678,22191,4
38678,20269,4
38678,19915,4
38678,17273,3
38678,17127,4
38678,16263,7
38678,16122,9
38678,15922,3
38678,15449,3
38678,15132,16
38678,14590,7
38678,13497,5
38678,13288,7
38678,13224,3
38678,12954,9
38678,12312,30
38678,10755,10
38678,10668,11
38678,10468,5
39466,36128,3
39466,26710,4
39466,22191,16
39466,17273,5
39466,16263,4
39466,15922,4
39466,15132,22
39466,13678,4
39466,13497,3
39466,13288,7
39466,12954,9
39466,12785,3
39466,12312,36
39466,10755,11
39466,10668,18
39466,10468,12
39466,10105,4
41472,164554,4
41472,157517,5
41472,156686,3
41472,103483,11
41472,102708,4
41472,29431,8
41472,29350,5
41472,28267,8
41472,24151,9
41472,23894,8
41472,23767,4
41472,21620,10
41472,20993,3
41472,18617,10
41472,17392,9
41472,16155,10
41472,15979,5
41472,14345,3
41472,14308,8
41472,13986,6
41472,12228,15
41472,11563,12
41472,10823,7
41472,10764,10
45283,159067,4
45283,158944,7
45283,154886,3
45283,102942,6
45283,30232,3
45283,29631,5
45283,29564,3
45283,26781,5
45283,23612,3
45283,23115,4
45283,23041,3
45283,22618,5
45283,22246,6
45283,21677,3
45283,21600,3
45283,21430,7
45283,20726,3
45283,20691,6
45283,20462,29
45283,20131,3
45283,18952,6
45283,17516,5
45283,15697,8
45283,14026,4
45283,13756,4
45283,12954,4
45283,10699,6
50274,164042,7
50274,158944,13
50274,154886,11
50274,154880,6
50274,102942,5
50274,45116,10
50274,40514,5
50274,30232,3
50274,28393,5
50274,26842,3
50274,23612,3
50274,22618,3
50274,22246,6
50274,21600,11
50274,21430,4
50274,20691,12
50274,20462,43
50274,20426,8
50274,20102,6
50274,19116,3
50274,15656,4
50274,14132,4
55360,169911,4
55360,164042,3
55360,159206,14
55360,157193,11
55360,154880,5
55360,40514,3
55360,29631,7
55360,28393,3
55360,22618,6
55360,22328,4
55360,21131,3
55360,20276,4
55360,20133,11
55360,19116,6
55360,18385,3
55360,17607,4
55360,13612,5
55360,13339,8
55360,12752,4
154442,155062,6
154442,25012,4
154442,22150,4
154442,20334,4
154442,19386,12
154442,15180,3
154442,14740,7
154442,14026,5
154442,13435,13
154442,13288,13
154442,12785,6
154442,12469,9
154442,12312,3
154442,10755,22
154442,10699,12
15638,155062,3
15638,154056,3
15638,40030,4
15638,37455,4
15638,28429,4
15638,27485,3
15638,26710,12
15638,23561,5
15638,23286,7
15638,22191,9
15638,20170,10
15638,18680,7
15638,17273,7
15638,13678,5
15638,13667,14
15638,13353,3
15638,13288,6
15638,13206,4
15638,13028,6
15638,12954,44
15638,12312,24
15638,12011,7
15638,10755,21
24184,156686,9
24184,154996,5
24184,103483,3
24184,102708,3
24184,30232,4
24184,29817,12
24184,28684,4
24184,28551,3
24184,28267,3
24184,26304,4
24184,25247,4
24184,24418,3
24184,23164,4
24184,22078,14
24184,20269,3
24184,17855,5
24184,17801,18
24184,17535,12
24184,17058,14
24184,16155,13
24184,15697,4
24184,13146,4
24184,12228,29
24184,10823,12
156717,154056,3
156717,27485,6
156717,23041,3
156717,12312,3
156717,10755,5
11860,100988,8
11860,24602,9
11860,24356,3
11860,22191,4
11860,21418,7
11860,20462,5
11860,20149,5
11860,20027,7
11860,18952,4
11860,17273,6
11860,16185,7
11860,13497,3
11860,13288,6
11860,13206,8
11860,12785,6
11860,12469,3
11860,12312,23
11860,12011,9
11860,10755,51
11860,10699,10
11860,10668,5
11860,10632,3
11860,10468,4
11860,10170,20
11860,10105,32
12852,157726,14
12852,153286,4
12852,100988,7
12852,26374,6
12852,25012,8
12852,22191,7
12852,21418,12
12852,21208,4
12852,21164,7
12852,21064,3
12852,20149,5
12852,19851,19
12852,19606,4
12852,19386,8
12852,18952,4
12852,17273,10
12852,16185,13
12852,15132,3
12852,14936,3
12852,14740,8
12852,14224,5
12852,13678,5
12852,13435,13
12852,13288,10
12852,13224,3
12852,12469,9
12852,12312,22
12852,10755,32
12852,10668,5
12852,10170,13
12852,10105,6
14627,26414,3
14627,25897,4
14627,19915,6
14627,15697,3
14627,15449,5
14627,15132,9
14627,14590,25
14627,14026,3
14627,13497,3
14627,13353,3
14627,12954,11
14627,12312,13
14627,11563,10
14627,10668,16
14627,10468,6
15425,40030,9
15425,26710,9
15425,26374,4
15425,23954,3
15425,23265,4
15425,22191,22
15425,19851,8
15425,19386,4
15425,17273,7
15425,16263,6
15425,16185,14
15425,15132,3
15425,14740,7
15425,13288,8
15425,13224,3
15425,12312,13
15425,11563,6
15425,10755,6
15425,10105,7
17388,16263,6
17388,13224,7
17388,11563,18
17388,10755,4
17425,152682,4
17425,28915,4
17425,27244,5
17425,26295,10
17425,25192,7
17425,24281,7
17425,20269,4
17425,19454,8
17425,16122,6
17425,15697,4
17425,15449,7
17425,15132,6
17425,14590,25
17425,13224,3
17425,12954,12
17425,12312,16
17425,11563,12
17425,10699,8
17425,10468,5
